id,category,value
158427,C,1.0
158428,D,1.0
158429,E,1.0
158430,A,1.0
158431,B,1.0
158432,C,1.0
158433,D,1.0
158434,E,1.0
158435,A,1.0
158436,B,1.0
158437,C,1.0
158438,D,1.0
158439,E,1.0
158440,A,1.0
158441,B,1.0
158442,C,1.0
158443,D,1.0
158444,E,1.0
158445,A,1.0
158446,B,1.0
158447,C,1.0
158448,D,1.0
158449,E,1.0
158450,A,1.0
158451,B,1.0
158452,C,1.0
158453,D,1.0
158454,E,1.0
158455,A,1.0
158456,B,1.0
158457,C,1.0
158458,D,1.0
158459,E,1.0
158460,A,1.0
158461,B,1.0
158462,C,1.0
158463,D,1.0
158464,E,1.0
158465,A,1.0
158466,B,1.0
158467,C,1.0
158468,D,1.0
158469,E,1.0
158470,A,1.0
158471,B,1.0
158472,C,1.0
158473,D,1.0
158474,E,1.0
158475,A,1.0
158476,B,1.0
158477,C,1.0
158478,D,1.0
158479,E,1.0
158480,A,1.0
158481,B,1.0
158482,C,1.0
158483,D,1.0
158484,E,1.0
158485,A,1.0
158486,B,1.0
158487,C,1.0
158488,D,1.0
158489,E,1.0
158490,A,1.0
158491,B,1.0
158492,C,1.0
158493,D,1.0
158494,E,1.0
158495,A,1.0
158496,B,1.0
158497,C,1.0
158498,D,1.0
158499,E,1.0
158500,A,1.0
158501,B,1.0
158502,C,1.0
158503,D,1.0
158504,E,1.0
158505,A,1.0
158506,B,1.0
158507,C,1.0
158508,D,1.0
158509,E,1.0
158510,A,1.0
158511,B,1.0
158512,C,1.0
158513,D,1.0
158514,E,1.0
158515,A,1.0
158516,B,1.0
158517,C,1.0
158518,D,1.0
158519,E,1.0
158520,A,1.0
158521,B,1.0
158522,C,1.0
158523,D,1.0
158524,E,1.0
158525,A,1.0
158526,B,1.0
158527,C,1.0
158528,D,1.0
158529,E,1.0
158530,A,1.0
158531,B,1.0
158532,C,1.0
158533,D,1.0
158534,E,1.0
158535,A,1.0
158536,B,1.0
158537,C,1.0
158538,D,1.0
158539,E,1.0
158540,A,1.0
158541,B,1.0
158542,C,1.0
158543,D,1.0
158544,E,1.0
158545,A,1.0
158546,B,1.0
158547,C,1.0
158548,D,1.0
158549,E,1.0
158550,A,1.0
158551,B,1.0
158552,C,1.0
158553,D,1.0
158554,E,1.0
158555,A,1.0
158556,B,1.0
158557,C,1.0
158558,D,1.0
158559,E,1.0
158560,A,1.0
158561,B,1.0
158562,C,1.0
158563,D,1.0
158564,E,1.0
158565,A,1.0
158566,B,1.0
158567,C,1.0
158568,D,1.0
158569,E,1.0
158570,A,1.0
158571,B,1.0
158572,C,1.0
158573,D,1.0
158574,E,1.0
158575,A,1.0
158576,B,1.0
158577,C,1.0
158578,D,1.0
158579,E,1.0
158580,A,1.0
158581,B,1.0
158582,C,1.0
158583,D,1.0
158584,E,1.0
158585,A,1.0
158586,B,1.0
158587,C,1.0
158588,D,1.0
158589,E,1.0
158590,A,1.0
158591,B,1.0
158592,C,1.0
158593,D,1.0
158594,E,1.0
158595,A,1.0
158596,B,1.0
158597,C,1.0
158598,D,1.0
158599,E,1.0
158600,A,1.0
158601,B,1.0
158602,C,1.0
158603,D,1.0
158604,E,1.0
158605,A,1.0
158606,B,1.0
158607,C,1.0
158608,D,1.0
158609,E,1.0
158610,A,1.0
158611,B,1.0
158612,C,1.0
158613,D,1.0
158614,E,1.0
158615,A,1.0
158616,B,1.0
158617,C,1.0
158618,D,1.0
158619,E,1.0
158620,A,1.0
158621,B,1.0
158622,C,1.0
158623,D,1.0
158624,E,1.0
158625,A,1.0
158626,B,1.0
158627,C,1.0
158628,D,1.0
158629,E,1.0
158630,A,1.0
158631,B,1.0
158632,C,1.0
158633,D,1.0
158634,E,1.0
158635,A,1.0
158636,B,1.0
158637,C,1.0
158638,D,1.0
158639,E,1.0
158640,A,1.0
158641,B,1.0
158642,C,1.0
158643,D,1.0
158644,E,1.0
158645,A,1.0
158646,B,1.0
158647,C,1.0
158648,D,1.0
158649,E,1.0
158650,A,1.0
158651,B,1.0
158652,C,1.0
158653,D,1.0
158654,E,1.0
158655,A,1.0
158656,B,1.0
158657,C,1.0
158658,D,1.0
158659,E,1.0
158660,A,1.0
158661,B,1.0
158662,C,1.0
158663,D,1.0
158664,E,1.0
158665,A,1.0
158666,B,1.0
158667,C,1.0
158668,D,1.0
158669,E,1.0
158670,A,1.0
158671,B,1.0
158672,C,1.0
158673,D,1.0
158674,E,1.0
158675,A,1.0
158676,B,1.0
158677,C,1.0
158678,D,1.0
158679,E,1.0
158680,A,1.0
158681,B,1.0
158682,C,1.0
158683,D,1.0
158684,E,1.0
158685,A,1.0
158686,B,1.0
158687,C,1.0
158688,D,1.0
158689,E,1.0
158690,A,1.0
158691,B,1.0
158692,C,1.0
158693,D,1.0
158694,E,1.0
158695,A,1.0
158696,B,1.0
158697,C,1.0
158698,D,1.0
158699,E,1.0
158700,A,1.0
158701,B,1.0
158702,C,1.0
158703,D,1.0
158704,E,1.0
158705,A,1.0
158706,B,1.0
158707,C,1.0
158708,D,1.0
158709,E,1.0
158710,A,1.0
158711,B,1.0
158712,C,1.0
158713,D,1.0
158714,E,1.0
158715,A,1.0
158716,B,1.0
158717,C,1.0
158718,D,1.0
158719,E,1.0
158720,A,1.0
158721,B,1.0
158722,C,1.0
158723,D,1.0
158724,E,1.0
158725,A,1.0
158726,B,1.0
158727,C,1.0
158728,D,1.0
158729,E,1.0
158730,A,1.0
158731,B,1.0
158732,C,1.0
158733,D,1.0
158734,E,1.0
158735,A,1.0
158736,B,1.0
158737,C,1.0
158738,D,1.0
158739,E,1.0
158740,A,1.0
158741,B,1.0
158742,C,1.0
158743,D,1.0
158744,E,1.0
158745,A,1.0
158746,B,1.0
158747,C,1.0
158748,D,1.0
158749,E,1.0
158750,A,1.0
158751,B,1.0
158752,C,1.0
158753,D,1.0
158754,E,1.0
158755,A,1.0
158756,B,1.0
158757,C,1.0
158758,D,1.0
158759,E,1.0
158760,A,1.0
158761,B,1.0
158762,C,1.0
158763,D,1.0
158764,E,1.0
158765,A,1.0
158766,B,1.0
158767,C,1.0
158768,D,1.0
158769,E,1.0
158770,A,1.0
158771,B,1.0
158772,C,1.0
158773,D,1.0
158774,E,1.0
158775,A,1.0
158776,B,1.0
158777,C,1.0
158778,D,1.0
158779,E,1.0
158780,A,1.0
158781,B,1.0
158782,C,1.0
158783,D,1.0
158784,E,1.0
158785,A,1.0
158786,B,1.0
158787,C,1.0
158788,D,1.0
158789,E,1.0
158790,A,1.0
158791,B,1.0
158792,C,1.0
158793,D,1.0
158794,E,1.0
158795,A,1.0
158796,B,1.0
158797,C,1.0
158798,D,1.0
158799,E,1.0
158800,A,1.0
158801,B,1.0
158802,C,1.0
158803,D,1.0
158804,E,1.0
158805,A,1.0
158806,B,1.0
158807,C,1.0
158808,D,1.0
158809,E,1.0
158810,A,1.0
158811,B,1.0
158812,C,1.0
158813,D,1.0
158814,E,1.0
158815,A,1.0
158816,B,1.0
158817,C,1.0
158818,D,1.0
158819,E,1.0
158820,A,1.0
158821,B,1.0
158822,C,1.0
158823,D,1.0
158824,E,1.0
158825,A,1.0
158826,B,1.0
158827,C,1.0
158828,D,1.0
158829,E,1.0
158830,A,1.0
158831,B,1.0
158832,C,1.0
158833,D,1.0
158834,E,1.0
158835,A,1.0
158836,B,1.0
158837,C,1.0
158838,D,1.0
158839,E,1.0
158840,A,1.0
158841,B,1.0
158842,C,1.0
158843,D,1.0
158844,E,1.0
158845,A,1.0
158846,B,1.0
158847,C,1.0
158848,D,1.0
158849,E,1.0
158850,A,1.0
158851,B,1.0
158852,C,1.0
158853,D,1.0
158854,E,1.0
158855,A,1.0
158856,B,1.0
158857,C,1.0
158858,D,1.0
158859,E,1.0
158860,A,1.0
158861,B,1.0
158862,C,1.0
158863,D,1.0
158864,E,1.0
158865,A,1.0
158866,B,1.0
158867,C,1.0
158868,D,1.0
158869,E,1.0
158870,A,1.0
158871,B,1.0
158872,C,1.0
158873,D,1.0
158874,E,1.0
158875,A,1.0
158876,B,1.0
158877,C,1.0
158878,D,1.0
158879,E,1.0
158880,A,1.0
158881,B,1.0
158882,C,1.0
158883,D,1.0
158884,E,1.0
158885,A,1.0
158886,B,1.0
158887,C,1.0
158888,D,1.0
158889,E,1.0
158890,A,1.0
158891,B,1.0
158892,C,1.0
158893,D,1.0
158894,E,1.0
158895,A,1.0
158896,B,1.0
158897,C,1.0
158898,D,1.0
158899,E,1.0
158900,A,1.0
158901,B,1.0
158902,C,1.0
158903,D,1.0
158904,E,1.0
158905,A,1.0
158906,B,1.0
158907,C,1.0
158908,D,1.0
158909,E,1.0
158910,A,1.0
158911,B,1.0
158912,C,1.0
158913,D,1.0
158914,E,1.0
158915,A,1.0
158916,B,1.0
158917,C,1.0
158918,D,1.0
158919,E,1.0
158920,A,1.0
158921,B,1.0
158922,C,1.0
158923,D,1.0
158924,E,1.0
158925,A,1.0
158926,B,1.0
158927,C,1.0
158928,D,1.0
158929,E,1.0
158930,A,1.0
158931,B,1.0
158932,C,1.0
158933,D,1.0
158934,E,1.0
158935,A,1.0
158936,B,1.0
158937,C,1.0
158938,D,1.0
158939,E,1.0
158940,A,1.0
158941,B,1.0
158942,C,1.0
158943,D,1.0
158944,E,1.0
158945,A,1.0
158946,B,1.0
158947,C,1.0
158948,D,1.0
158949,E,1.0
158950,A,1.0
158951,B,1.0
158952,C,1.0
158953,D,1.0
158954,E,1.0
158955,A,1.0
158956,B,1.0
158957,C,1.0
158958,D,1.0
158959,E,1.0
158960,A,1.0
158961,B,1.0
158962,C,1.0
158963,D,1.0
158964,E,1.0
158965,A,1.0
158966,B,1.0
158967,C,1.0
158968,D,1.0
158969,E,1.0
158970,A,1.0
158971,B,1.0
158972,C,1.0
158973,D,1.0
158974,E,1.0
158975,A,1.0
158976,B,1.0
158977,C,1.0
158978,D,1.0
158979,E,1.0
158980,A,1.0
158981,B,1.0
158982,C,1.0
158983,D,1.0
158984,E,1.0
158985,A,1.0
158986,B,1.0
158987,C,1.0
158988,D,1.0
158989,E,1.0
158990,A,1.0
158991,B,1.0
158992,C,1.0
158993,D,1.0
158994,E,1.0
158995,A,1.0
158996,B,1.0
158997,C,1.0
158998,D,1.0
158999,E,1.0
159000,A,1.0
159001,B,1.0
159002,C,1.0
159003,D,1.0
159004,E,1.0
159005,A,1.0
159006,B,1.0
159007,C,1.0
159008,D,1.0
159009,E,1.0
159010,A,1.0
159011,B,1.0
159012,C,1.0
159013,D,1.0
159014,E,1.0
159015,A,1.0
159016,B,1.0
159017,C,1.0
159018,D,1.0
159019,E,1.0
159020,A,1.0
159021,B,1.0
159022,C,1.0
159023,D,1.0
159024,E,1.0
159025,A,1.0
159026,B,1.0
159027,C,1.0
159028,D,1.0
159029,E,1.0
159030,A,1.0
159031,B,1.0
159032,C,1.0
159033,D,1.0
159034,E,1.0
159035,A,1.0
159036,B,1.0
159037,C,1.0
159038,D,1.0
159039,E,1.0
159040,A,1.0
159041,B,1.0
159042,C,1.0
159043,D,1.0
159044,E,1.0
159045,A,1.0
159046,B,1.0
159047,C,1.0
159048,D,1.0
159049,E,1.0
159050,A,1.0
159051,B,1.0
159052,C,1.0
159053,D,1.0
159054,E,1.0
159055,A,1.0
159056,B,1.0
159057,C,1.0
159058,D,1.0
159059,E,1.0
159060,A,1.0
159061,B,1.0
159062,C,1.0
159063,D,1.0
159064,E,1.0
159065,A,1.0
159066,B,1.0
159067,C,1.0
159068,D,1.0
159069,E,1.0
159070,A,1.0
159071,B,1.0
159072,C,1.0
159073,D,1.0
159074,E,1.0
159075,A,1.0
159076,B,1.0
159077,C,1.0
159078,D,1.0
159079,E,1.0
159080,A,1.0
159081,B,1.0
159082,C,1.0
159083,D,1.0
159084,E,1.0
159085,A,1.0
159086,B,1.0
159087,C,1.0
159088,D,1.0
159089,E,1.0
159090,A,1.0
159091,B,1.0
159092,C,1.0
159093,D,1.0
159094,E,1.0
159095,A,1.0
159096,B,1.0
159097,C,1.0
159098,D,1.0
159099,E,1.0
159100,A,1.0
159101,B,1.0
159102,C,1.0
159103,D,1.0
159104,E,1.0
159105,A,1.0
159106,B,1.0
159107,C,1.0
159108,D,1.0
159109,E,1.0
159110,A,1.0
159111,B,1.0
159112,C,1.0
159113,D,1.0
159114,E,1.0
159115,A,1.0
159116,B,1.0
159117,C,1.0
159118,D,1.0
159119,E,1.0
159120,A,1.0
159121,B,1.0
159122,C,1.0
159123,D,1.0
159124,E,1.0
159125,A,1.0
159126,B,1.0
159127,C,1.0
159128,D,1.0
159129,E,1.0
159130,A,1.0
159131,B,1.0
159132,C,1.0
159133,D,1.0
159134,E,1.0
159135,A,1.0
159136,B,1.0
159137,C,1.0
159138,D,1.0
159139,E,1.0
159140,A,1.0
159141,B,1.0
159142,C,1.0
159143,D,1.0
159144,E,1.0
159145,A,1.0
159146,B,1.0
159147,C,1.0
159148,D,1.0
159149,E,1.0
159150,A,1.0
159151,B,1.0
159152,C,1.0
159153,D,1.0
159154,E,1.0
159155,A,1.0
159156,B,1.0
159157,C,1.0
159158,D,1.0
159159,E,1.0
159160,A,1.0
159161,B,1.0
159162,C,1.0
159163,D,1.0
159164,E,1.0
159165,A,1.0
159166,B,1.0
159167,C,1.0
159168,D,1.0
159169,E,1.0
159170,A,1.0
159171,B,1.0
159172,C,1.0
159173,D,1.0
159174,E,1.0
159175,A,1.0
159176,B,1.0
159177,C,1.0
159178,D,1.0
159179,E,1.0
159180,A,1.0
159181,B,1.0
159182,C,1.0
159183,D,1.0
159184,E,1.0
159185,A,1.0
159186,B,1.0
159187,C,1.0
159188,D,1.0
159189,E,1.0
159190,A,1.0
159191,B,1.0
159192,C,1.0
159193,D,1.0
159194,E,1.0
159195,A,1.0
159196,B,1.0
159197,C,1.0
159198,D,1.0
159199,E,1.0
159200,A,1.0
159201,B,1.0
159202,C,1.0
159203,D,1.0
159204,E,1.0
159205,A,1.0
159206,B,1.0
159207,C,1.0
159208,D,1.0
159209,E,1.0
159210,A,1.0
159211,B,1.0
159212,C,1.0
159213,D,1.0
159214,E,1.0
159215,A,1.0
159216,B,1.0
159217,C,1.0
159218,D,1.0
159219,E,1.0
159220,A,1.0
159221,B,1.0
159222,C,1.0
159223,D,1.0
159224,E,1.0
159225,A,1.0
159226,B,1.0
159227,C,1.0
159228,D,1.0
159229,E,1.0
159230,A,1.0
159231,B,1.0
159232,C,1.0
159233,D,1.0
159234,E,1.0
159235,A,1.0
159236,B,1.0
159237,C,1.0
159238,D,1.0
159239,E,1.0
159240,A,1.0
159241,B,1.0
159242,C,1.0
159243,D,1.0
159244,E,1.0
159245,A,1.0
159246,B,1.0
159247,C,1.0
159248,D,1.0
159249,E,1.0
159250,A,1.0
159251,B,1.0
159252,C,1.0
159253,D,1.0
159254,E,1.0
159255,A,1.0
159256,B,1.0
159257,C,1.0
159258,D,1.0
159259,E,1.0
159260,A,1.0
159261,B,1.0
159262,C,1.0
159263,D,1.0
159264,E,1.0
159265,A,1.0
159266,B,1.0
159267,C,1.0
159268,D,1.0
159269,E,1.0
159270,A,1.0
159271,B,1.0
159272,C,1.0
159273,D,1.0
159274,E,1.0
159275,A,1.0
159276,B,1.0
159277,C,1.0
159278,D,1.0
159279,E,1.0
159280,A,1.0
159281,B,1.0
159282,C,1.0
159283,D,1.0
159284,E,1.0
159285,A,1.0
159286,B,1.0
159287,C,1.0
159288,D,1.0
159289,E,1.0
159290,A,1.0
159291,B,1.0
159292,C,1.0
159293,D,1.0
159294,E,1.0
159295,A,1.0
159296,B,1.0
159297,C,1.0
159298,D,1.0
159299,E,1.0
159300,A,1.0
159301,B,1.0
159302,C,1.0
159303,D,1.0
159304,E,1.0
159305,A,1.0
159306,B,1.0
159307,C,1.0
159308,D,1.0
159309,E,1.0
159310,A,1.0
159311,B,1.0
159312,C,1.0
159313,D,1.0
159314,E,1.0
159315,A,1.0
159316,B,1.0
159317,C,1.0
159318,D,1.0
159319,E,1.0
159320,A,1.0
159321,B,1.0
159322,C,1.0
159323,D,1.0
159324,E,1.0
159325,A,1.0
159326,B,1.0
159327,C,1.0
159328,D,1.0
159329,E,1.0
159330,A,1.0
159331,B,1.0
159332,C,1.0
159333,D,1.0
159334,E,1.0
159335,A,1.0
159336,B,1.0
159337,C,1.0
159338,D,1.0
159339,E,1.0
159340,A,1.0
159341,B,1.0
159342,C,1.0
159343,D,1.0
159344,E,1.0
159345,A,1.0
159346,B,1.0
159347,C,1.0
159348,D,1.0
159349,E,1.0
159350,A,1.0
159351,B,1.0
159352,C,1.0
159353,D,1.0
159354,E,1.0
159355,A,1.0
159356,B,1.0
159357,C,1.0
159358,D,1.0
159359,E,1.0
159360,A,1.0
159361,B,1.0
159362,C,1.0
159363,D,1.0
159364,E,1.0
159365,A,1.0
159366,B,1.0
159367,C,1.0
159368,D,1.0
159369,E,1.0
159370,A,1.0
159371,B,1.0
159372,C,1.0
159373,D,1.0
159374,E,1.0
159375,A,1.0
159376,B,1.0
159377,C,1.0
159378,D,1.0
159379,E,1.0
159380,A,1.0
159381,B,1.0
159382,C,1.0
159383,D,1.0
159384,E,1.0
159385,A,1.0
159386,B,1.0
159387,C,1.0
159388,D,1.0
159389,E,1.0
159390,A,1.0
159391,B,1.0
159392,C,1.0
159393,D,1.0
159394,E,1.0
159395,A,1.0
159396,B,1.0
159397,C,1.0
159398,D,1.0
159399,E,1.0
159400,A,1.0
159401,B,1.0
159402,C,1.0
159403,D,1.0
159404,E,1.0
159405,A,1.0
159406,B,1.0
159407,C,1.0
159408,D,1.0
159409,E,1.0
159410,A,1.0
159411,B,1.0
159412,C,1.0
159413,D,1.0
159414,E,1.0
159415,A,1.0
159416,B,1.0
159417,C,1.0
159418,D,1.0
159419,E,1.0
159420,A,1.0
159421,B,1.0
159422,C,1.0
159423,D,1.0
159424,E,1.0
159425,A,1.0
159426,B,1.0
159427,C,1.0
159428,D,1.0
159429,E,1.0
159430,A,1.0
159431,B,1.0
159432,C,1.0
159433,D,1.0
159434,E,1.0
159435,A,1.0
159436,B,1.0
159437,C,1.0
159438,D,1.0
159439,E,1.0
159440,A,1.0
159441,B,1.0
159442,C,1.0
159443,D,1.0
159444,E,1.0
159445,A,1.0
159446,B,1.0
159447,C,1.0
159448,D,1.0
159449,E,1.0
159450,A,1.0
159451,B,1.0
159452,C,1.0
159453,D,1.0
159454,E,1.0
159455,A,1.0
159456,B,1.0
159457,C,1.0
159458,D,1.0
159459,E,1.0
159460,A,1.0
159461,B,1.0
159462,C,1.0
159463,D,1.0
159464,E,1.0
159465,A,1.0
159466,B,1.0
159467,C,1.0
159468,D,1.0
159469,E,1.0
159470,A,1.0
159471,B,1.0
159472,C,1.0
159473,D,1.0
159474,E,1.0
159475,A,1.0
159476,B,1.0
159477,C,1.0
159478,D,1.0
159479,E,1.0
159480,A,1.0
159481,B,1.0
159482,C,1.0
159483,D,1.0
159484,E,1.0
159485,A,1.0
159486,B,1.0
159487,C,1.0
159488,D,1.0
159489,E,1.0
159490,A,1.0
159491,B,1.0
159492,C,1.0
159493,D,1.0
159494,E,1.0
159495,A,1.0
159496,B,1.0
159497,C,1.0
159498,D,1.0
159499,E,1.0
159500,A,1.0
159501,B,1.0
159502,C,1.0
159503,D,1.0
159504,E,1.0
159505,A,1.0
159506,B,1.0
159507,C,1.0
159508,D,1.0
159509,E,1.0
159510,A,1.0
159511,B,1.0
159512,C,1.0
159513,D,1.0
159514,E,1.0
159515,A,1.0
159516,B,1.0
159517,C,1.0
159518,D,1.0
159519,E,1.0
159520,A,1.0
159521,B,1.0
159522,C,1.0
159523,D,1.0
159524,E,1.0
159525,A,1.0
159526,B,1.0
159527,C,1.0
159528,D,1.0
159529,E,1.0
159530,A,1.0
159531,B,1.0
159532,C,1.0
159533,D,1.0
159534,E,1.0
159535,A,1.0
159536,B,1.0
159537,C,1.0
159538,D,1.0
159539,E,1.0
159540,A,1.0
159541,B,1.0
159542,C,1.0
159543,D,1.0
159544,E,1.0
159545,A,1.0
159546,B,1.0
159547,C,1.0
159548,D,1.0
159549,E,1.0
159550,A,1.0
159551,B,1.0
159552,C,1.0
159553,D,1.0
159554,E,1.0
159555,A,1.0
159556,B,1.0
159557,C,1.0
159558,D,1.0
159559,E,1.0
159560,A,1.0
159561,B,1.0
159562,C,1.0
159563,D,1.0
159564,E,1.0
159565,A,1.0
159566,B,1.0
159567,C,1.0
159568,D,1.0
159569,E,1.0
159570,A,1.0
159571,B,1.0
159572,C,1.0
159573,D,1.0
159574,E,1.0
159575,A,1.0
159576,B,1.0
159577,C,1.0
159578,D,1.0
159579,E,1.0
159580,A,1.0
159581,B,1.0
159582,C,1.0
159583,D,1.0
159584,E,1.0
159585,A,1.0
159586,B,1.0
159587,C,1.0
159588,D,1.0
159589,E,1.0
159590,A,1.0
159591,B,1.0
159592,C,1.0
159593,D,1.0
159594,E,1.0
159595,A,1.0
159596,B,1.0
159597,C,1.0
159598,D,1.0
159599,E,1.0
159600,A,1.0
159601,B,1.0
159602,C,1.0
159603,D,1.0
159604,E,1.0
159605,A,1.0
159606,B,1.0
159607,C,1.0
159608,D,1.0
159609,E,1.0
159610,A,1.0
159611,B,1.0
159612,C,1.0
159613,D,1.0
159614,E,1.0
159615,A,1.0
159616,B,1.0
159617,C,1.0
159618,D,1.0
159619,E,1.0
159620,A,1.0
159621,B,1.0
159622,C,1.0
159623,D,1.0
159624,E,1.0
159625,A,1.0
159626,B,1.0
159627,C,1.0
159628,D,1.0
159629,E,1.0
159630,A,1.0
159631,B,1.0
159632,C,1.0
159633,D,1.0
159634,E,1.0
159635,A,1.0
159636,B,1.0
159637,C,1.0
159638,D,1.0
159639,E,1.0
159640,A,1.0
159641,B,1.0
159642,C,1.0
159643,D,1.0
159644,E,1.0
159645,A,1.0
159646,B,1.0
159647,C,1.0
159648,D,1.0
159649,E,1.0
159650,A,1.0
159651,B,1.0
159652,C,1.0
159653,D,1.0
159654,E,1.0
159655,A,1.0
159656,B,1.0
159657,C,1.0
159658,D,1.0
159659,E,1.0
159660,A,1.0
159661,B,1.0
159662,C,1.0
159663,D,1.0
159664,E,1.0
159665,A,1.0
159666,B,1.0
159667,C,1.0
159668,D,1.0
159669,E,1.0
159670,A,1.0
159671,B,1.0
159672,C,1.0
159673,D,1.0
159674,E,1.0
159675,A,1.0
159676,B,1.0
159677,C,1.0
159678,D,1.0
159679,E,1.0
159680,A,1.0
159681,B,1.0
159682,C,1.0
159683,D,1.0
159684,E,1.0
159685,A,1.0
159686,B,1.0
159687,C,1.0
159688,D,1.0
159689,E,1.0
159690,A,1.0
159691,B,1.0
159692,C,1.0
159693,D,1.0
159694,E,1.0
159695,A,1.0
159696,B,1.0
159697,C,1.0
159698,D,1.0
159699,E,1.0
159700,A,1.0
159701,B,1.0
159702,C,1.0
159703,D,1.0
159704,E,1.0
159705,A,1.0
159706,B,1.0
159707,C,1.0
159708,D,1.0
159709,E,1.0
159710,A,1.0
159711,B,1.0
159712,C,1.0
159713,D,1.0
159714,E,1.0
159715,A,1.0
159716,B,1.0
159717,C,1.0
159718,D,1.0
159719,E,1.0
159720,A,1.0
159721,B,1.0
159722,C,1.0
159723,D,1.0
159724,E,1.0
159725,A,1.0
159726,B,1.0
159727,C,1.0
159728,D,1.0
159729,E,1.0
159730,A,1.0
159731,B,1.0
159732,C,1.0
159733,D,1.0
159734,E,1.0
159735,A,1.0
159736,B,1.0
159737,C,1.0
159738,D,1.0
159739,E,1.0
159740,A,1.0
159741,B,1.0
159742,C,1.0
159743,D,1.0
159744,E,1.0
159745,A,1.0
159746,B,1.0
159747,C,1.0
159748,D,1.0
159749,E,1.0
159750,A,1.0
159751,B,1.0
159752,C,1.0
159753,D,1.0
159754,E,1.0
159755,A,1.0
159756,B,1.0
159757,C,1.0
159758,D,1.0
159759,E,1.0
159760,A,1.0
159761,B,1.0
159762,C,1.0
159763,D,1.0
159764,E,1.0
159765,A,1.0
159766,B,1.0
159767,C,1.0
159768,D,1.0
159769,E,1.0
159770,A,1.0
159771,B,1.0
159772,C,1.0
159773,D,1.0
159774,E,1.0
159775,A,1.0
159776,B,1.0
159777,C,1.0
159778,D,1.0
159779,E,1.0
159780,A,1.0
159781,B,1.0
159782,C,1.0
159783,D,1.0
159784,E,1.0
159785,A,1.0
159786,B,1.0
159787,C,1.0
159788,D,1.0
159789,E,1.0
159790,A,1.0
159791,B,1.0
159792,C,1.0
159793,D,1.0
159794,E,1.0
159795,A,1.0
159796,B,1.0
159797,C,1.0
159798,D,1.0
159799,E,1.0
159800,A,1.0
159801,B,1.0
159802,C,1.0
159803,D,1.0
159804,E,1.0
159805,A,1.0
159806,B,1.0
159807,C,1.0
159808,D,1.0
159809,E,1.0
159810,A,1.0
159811,B,1.0
159812,C,1.0
159813,D,1.0
159814,E,1.0
159815,A,1.0
159816,B,1.0
159817,C,1.0
159818,D,1.0
159819,E,1.0
159820,A,1.0
159821,B,1.0
159822,C,1.0
159823,D,1.0
159824,E,1.0
159825,A,1.0
159826,B,1.0
159827,C,1.0
159828,D,1.0
159829,E,1.0
159830,A,1.0
159831,B,1.0
159832,C,1.0
159833,D,1.0
159834,E,1.0
159835,A,1.0
159836,B,1.0
159837,C,1.0
159838,D,1.0
159839,E,1.0
159840,A,1.0
159841,B,1.0
159842,C,1.0
159843,D,1.0
159844,E,1.0
159845,A,1.0
159846,B,1.0
159847,C,1.0
159848,D,1.0
159849,E,1.0
159850,A,1.0
159851,B,1.0
159852,C,1.0
159853,D,1.0
159854,E,1.0
159855,A,1.0
159856,B,1.0
159857,C,1.0
159858,D,1.0
159859,E,1.0
159860,A,1.0
159861,B,1.0
159862,C,1.0
159863,D,1.0
159864,E,1.0
159865,A,1.0
159866,B,1.0
159867,C,1.0
159868,D,1.0
159869,E,1.0
159870,A,1.0
159871,B,1.0
159872,C,1.0
159873,D,1.0
159874,E,1.0
159875,A,1.0
159876,B,1.0
159877,C,1.0
159878,D,1.0
159879,E,1.0
159880,A,1.0
159881,B,1.0
159882,C,1.0
159883,D,1.0
159884,E,1.0
159885,A,1.0
159886,B,1.0
159887,C,1.0
159888,D,1.0
159889,E,1.0
159890,A,1.0
159891,B,1.0
159892,C,1.0
159893,D,1.0
159894,E,1.0
159895,A,1.0
159896,B,1.0
159897,C,1.0
159898,D,1.0
159899,E,1.0
159900,A,1.0
159901,B,1.0
159902,C,1.0
159903,D,1.0
159904,E,1.0
159905,A,1.0
159906,B,1.0
159907,C,1.0
159908,D,1.0
159909,E,1.0
159910,A,1.0
159911,B,1.0
159912,C,1.0
159913,D,1.0
159914,E,1.0
159915,A,1.0
159916,B,1.0
159917,C,1.0
159918,D,1.0
159919,E,1.0
159920,A,1.0
159921,B,1.0
159922,C,1.0
159923,D,1.0
159924,E,1.0
159925,A,1.0
159926,B,1.0
159927,C,1.0
159928,D,1.0
159929,E,1.0
159930,A,1.0
159931,B,1.0
159932,C,1.0
159933,D,1.0
159934,E,1.0
159935,A,1.0
159936,B,1.0
159937,C,1.0
159938,D,1.0
159939,E,1.0
159940,A,1.0
159941,B,1.0
159942,C,1.0
159943,D,1.0
159944,E,1.0
159945,A,1.0
159946,B,1.0
159947,C,1.0
159948,D,1.0
159949,E,1.0
159950,A,1.0
159951,B,1.0
159952,C,1.0
159953,D,1.0
159954,E,1.0
159955,A,1.0
159956,B,1.0
159957,C,1.0
159958,D,1.0
159959,E,1.0
159960,A,1.0
159961,B,1.0
159962,C,1.0
159963,D,1.0
159964,E,1.0
159965,A,1.0
159966,B,1.0
159967,C,1.0
159968,D,1.0
159969,E,1.0
159970,A,1.0
159971,B,1.0
159972,C,1.0
159973,D,1.0
159974,E,1.0
159975,A,1.0
159976,B,1.0
159977,C,1.0
159978,D,1.0
159979,E,1.0
159980,A,1.0
